name,node_code,node_type,owner,province,latitude,longitude,planning_region,sources,notes
"Coal Mountain JCT",BC_CMO_JCT,JCT,"BC Hydro",BC,49.676453,-114.774593,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ","Location approximate"
"Cheakamus GS",BC_CMS_DFS,DFS,"BC Hydro",BC,49.933702,-123.290985,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Comox,BC_CMX_DSS,DSS,"BC Hydro",BC,49.713669,-124.968297,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Comox JCT",BC_CMX_JCT,JCT,"BC Hydro",BC,49.683458,-125.044998,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Canadian National",BC_CNG_ISS,ISS,"BC Hydro",BC,54.072382,-122.367079,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ","Location approximate"
"Canadian National JCT",BC_CNG_JCT,JCT,"BC Hydro",BC,54.075057,-122.374432,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ","Location approximate"
"Canoe Creek GS",BC_CNK_GSS,GSS,"BC Hydro",BC,49.176919,-125.395572,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Canoe Creek JCT",BC_CNK_JCT,JCT,"BC Hydro",BC,49.177190,-125.396209,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Canal Flats",BC_CNL_DSS,DSS,"BC Hydro",BC,50.150241,-115.823022,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Canal Flats JCT",BC_CNL_JCT,JCT,"BC Hydro",BC,50.150451,-115.823018,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Crowsnest TransCanada",BC_CNT_ISS,ISS,"BC Hydro",BC,49.648113,-114.718135,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Crowsnest TransCanada JCT",BC_CNT_JCT,JCT,"BC Hydro",BC,49.648995,-114.715798,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Coffee Creek",BC_COF_DSS,DSS,FortisBC,BC,49.699302,-116.911291,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Como Lake",BC_COK_DSS,DSS,"BC Hydro",BC,49.262255,-122.797013,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Clowhom GS",BC_COM_GSS,GSS,"BC Hydro",BC,49.711246,-123.532622,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Corra Linn GS",BC_COR_GSS,GSS,FortisBC,BC,49.468877,-117.468630,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cottonwood,BC_COT_DSS,DSS,FortisBC,BC,49.427927,-117.247544,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Chappell Pumping Station",BC_CPL_DSS,DSS,"BC Hydro",BC,52.388424,-119.176882,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Chappell Pumping Station JCT",BC_CPL_JCT,JCT,"BC Hydro",BC,52.391085,-119.153771,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Capilano Pumps",BC_CPS_DSS,DSS,"BC Hydro",BC,49.360830,-123.113381,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Capilano Pumps JCT",BC_CPS_JCT,JCT,"BC Hydro",BC,49.360511,-123.117379,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Coquitlam,BC_CQM_DSS,DSS,"BC Hydro",BC,49.261316,-122.775727,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Coquitlam JCT",BC_CQM_JCT,JCT,"BC Hydro",BC,49.260904,-122.775483,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Crawford Bay",BC_CRA_DSS,DSS,FortisBC,BC,49.684616,-116.843028,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Crestbrook Canal Flats",BC_CRC_DSS,DSS,"BC Hydro",BC,50.154683,-115.804012,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Crestbrook Canal Flats JCT",BC_CRC_JCT,JCT,"BC Hydro",BC,50.154515,-115.805361,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Canreed,BC_CRD_DSS,DSS,"BC Hydro",BC,53.926974,-122.693514,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Creston,BC_CRE_DSS,DSS,FortisBC,BC,49.090567,-116.507052,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Carquille,BC_CRQ_DSS,DSS,"BC Hydro",BC,50.886740,-121.398841,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Crestbrook Skookumchuck",BC_CRS_DFS,DFS,"BC Hydro",BC,49.527819,-115.758056,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Crowsnest Pass GS",BC_CRW_GSS,GSS,"BC Hydro",BC,49.648758,-114.715814,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cascade,BC_CSC_DSS,DSS,FortisBC,BC,49.077720,-117.825132,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cascade JCT",BC_CSC_JCT,JCT,FortisBC,BC,49.077370,-117.825173,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Camosun,BC_CSN_DSS,DSS,"BC Hydro",BC,49.249427,-123.197669,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cathedral Square",BC_CSQ_DSS,DSS,"BC Hydro",BC,49.282561,-123.115545,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cape Scott GS",BC_CSS_GSS,GSS,"BC Hydro",BC,50.789021,-128.003295,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Culliton Creek GS",BC_CTN_GSS,GSS,"BC Hydro",BC,49.877182,-123.159893,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Copper Mountain",BC_CUM_DSS,DSS,"BC Hydro",BC,49.345911,-120.508894,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Copper Mountain JCT",BC_CUM_JCT,JCT,"BC Hydro",BC,49.353875,-120.547892,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chevron,BC_CVN_ISS,ISS,"BC Hydro",BC,49.291204,-122.992116,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chetwynd,BC_CWD_DSS,DSS,"BC Hydro",BC,55.702259,-121.630620,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cypress,BC_CYP_DSS,DSS,"BC Hydro",BC,49.356864,-123.232133,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Dawson Creek",BC_DAW_DSS,DSS,"BC Hydro",BC,55.778877,-120.264721,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Deep Cove",BC_DCV_DSS,DSS,"BC Hydro",BC,49.313325,-122.987189,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Darfield,BC_DFD_DSS,DSS,"BC Hydro",BC,51.312812,-120.177132,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Darfield JCT",BC_DFD_JCT,JCT,"BC Hydro",BC,51.315159,-120.190045,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"DG Bell",BC_DGB_DSS,DSS,FortisBC,BC,49.812052,-119.446811,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Douglas GS",BC_DGL_GSS,GSS,"BC Hydro",BC,49.767563,-122.150954,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Dal Grauer",BC_DGR_DSS,DSS,"BC Hydro",BC,49.281490,-123.125248,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Diana Lake",BC_DIL_DSS,DSS,"BC Hydro",BC,54.229453,-130.078231,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Diana Lake JCT",BC_DIL_JCT,JCT,"BC Hydro",BC,54.229145,-130.078359,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Dokie,BC_DKT_DSS,DSS,"BC Hydro",BC,55.823041,-122.149231,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Dokie GS",BC_DKW_GSS,GSS,"BC Hydro",BC,55.811775,-122.247353,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Dunkley Lumber",BC_DKY_ISS,ISS,"BC Hydro",BC,53.276287,-122.472490,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Dunkley Lumber JCT",BC_DKY_JCT,JCT,"BC Hydro",BC,53.274664,-122.476845,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Dunsmuir,BC_DMR_DSS,DSS,"BC Hydro",BC,49.392836,-124.671575,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Delta Port Terminal",BC_DPT_DSS,DSS,"BC Hydro",BC,49.021380,-123.156648,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Delta Port Terminal JCT",BC_DPT_JCT,JCT,"BC Hydro",BC,49.030507,-123.150701,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Dasque Creek GS",BC_DSQ_GSS,GSS,"BC Hydro",BC,54.383481,-128.914853,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Doran Taylor GS",BC_DTR_GSS,GSS,"BC Hydro",BC,49.296154,-125.275698,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Doran Taylor JCT",BC_DTR_JCT,JCT,"BC Hydro",BC,49.295854,-125.275848,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Duck Lake",BC_DUC_DSS,DSS,FortisBC,BC,50.009945,-119.385564,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Douglas Street",BC_DUG_DSS,DSS,"BC Hydro",BC,50.667347,-120.312386,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Encana 15-27",BC_E15_ISS,ISS,"BC Hydro",BC,55.880813,-120.569205,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Encana 15-27 JCT",BC_E15_JCT,JCT,"BC Hydro",BC,55.876084,-120.570955,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Encana 4-26",BC_E42_ISS,ISS,"BC Hydro",BC,55.786875,-120.528629,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Encana 4-26 JCT",BC_E42_JCT,JCT,"BC Hydro",BC,55.788529,-120.529580,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Elkford,BC_EFD_DSS,DSS,"BC Hydro",BC,50.028575,-114.925628,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Elkford JCT",BC_EFD_JCT,JCT,"BC Hydro",BC,50.037686,-114.930048,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Elk Falls Mill",BC_EFM_ISS,ISS,"BC Hydro",BC,50.070844,-125.280099,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Endako,BC_EKO_DSS,DSS,"BC Hydro",BC,54.072393,-125.010863,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Elko GS",BC_ELK_GSS,GSS,"BC Hydro",BC,49.290067,-115.104613,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Ellison,BC_ELL_DSS,DSS,FortisBC,BC,49.962668,-119.387163,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Enderby,BC_END_DSS,DSS,"BC Hydro",BC,50.560141,-119.144683,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Enderby JCT",BC_END_JCT,JCT,"BC Hydro",BC,50.560334,-119.149984,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Equity Silver",BC_EQU_ISS,ISS,"BC Hydro",BC,54.381674,-126.623444,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Erco Worldwide",BC_ERW_ISS,ISS,"BC Hydro",BC,49.300995,-123.010649,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Erco Worldwide JCT",BC_ERW_JCT,JCT,"BC Hydro",BC,49.301173,-123.012315,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Esco Foundry",BC_ESC_ISS,ISS,"BC Hydro",BC,49.255982,-122.768649,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Esco Foundry JCT",BC_ESC_JCT,JCT,"BC Hydro",BC,49.255683,-122.768907,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Esquimalt,BC_ESQ_DSS,DSS,"BC Hydro",BC,48.460636,-123.443729,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Emerald SWS",BC_ESS_SWS,SWS,FortisBC,BC,49.102155,-117.732180,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Encana Tower",BC_ET3_ISS,ISS,"BC Hydro",BC,56.002866,-120.650154,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Encana Tower JCT",BC_ET3_JCT,JCT,"BC Hydro",BC,56.028848,-120.566111,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"East Toba River GS",BC_ETR_GSS,GSS,"BC Hydro",BC,50.675081,-123.960276,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Eurocan,BC_EUR_ISS,ISS,"BC Hydro",BC,54.041270,-128.699764,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Elkview Coal",BC_EV1_ISS,ISS,"BC Hydro",BC,49.731720,-114.853160,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Ellsworth,BC_EWL_DSS,DSS,"BC Hydro",BC,56.014668,-129.115236,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Ellsworth JCT",BC_EWL_JCT,JCT,"BC Hydro",BC,56.014516,-129.116391,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fiberco,BC_FBC_DSS,DSS,"BC Hydro",BC,56.143947,-120.654479,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fiberco JCT",BC_FBC_JCT,JCT,"BC Hydro",BC,56.149793,-120.666301,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fletcher Challenge",BC_FCC_ISS,ISS,"BC Hydro",BC,55.291563,-123.157173,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Function Junction",BC_FCN_DSS,DSS,"BC Hydro",BC,50.090404,-123.034464,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Canoe Forest Products Ltd",BC_FCO_ISS,ISS,"BC Hydro",BC,50.759341,-119.209224,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Canoe Forest Products Ltd JCT",BC_FCO_JCT,JCT,"BC Hydro",BC,50.759702,-119.207400,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Finlay Forest Industries",BC_FFI_ISS,ISS,"BC Hydro",BC,55.321408,-123.166176,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fort St James Green Energy GS",BC_FGE_GSS,GSS,"BC Hydro",BC,54.489317,-124.215275,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Foothills,BC_FHS_DSS,DSS,"BC Hydro",BC,53.907004,-122.812485,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Foothills JCT",BC_FHS_JCT,JCT,"BC Hydro",BC,53.907325,-122.781702,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fort St. John",BC_FJN_DSS,DSS,"BC Hydro",BC,56.226627,-120.819985,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Forest Kerr GS",BC_FKR_GSS,GSS,"BC Hydro",BC,56.717162,-130.686601,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Falls River GS",BC_FLS_GSS,GSS,"BC Hydro",BC,53.983531,-129.734244,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fleetwood,BC_FLW_DSS,DSS,"BC Hydro",BC,49.137377,-122.787696,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fort St James",BC_FM2_DSS,DSS,"BC Hydro",BC,54.449952,-124.250341,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"FMC Prince George",BC_FMC_ISS,ISS,"BC Hydro",BC,53.926929,-122.708602,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"FMC Prince George JCT",BC_FMC_JCT,JCT,"BC Hydro",BC,53.927711,-122.708497,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fairmont,BC_FMT_DSS,DSS,"BC Hydro",BC,50.319336,-115.870665,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fairmont JCT",BC_FMT_JCT,JCT,"BC Hydro",BC,50.319013,-115.870151,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Harvest Energy",BC_FNC_ISS,ISS,"BC Hydro",BC,58.645250,-120.067751,Alberta,"name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Harvest Energy JCT",BC_FNC_JCT,JCT,"BC Hydro",BC,58.638232,-120.086977,Alberta,"name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fernie,BC_FNE_DSS,DSS,"BC Hydro",BC,49.502452,-115.059198,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fort Nelson GS",BC_FNG_GSS,GSS,"BC Hydro",BC,58.651699,-122.693082,Alberta,"name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fox Creek",BC_FOX_DSS,DSS,"BC Hydro",BC,56.678386,-120.973982,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fox Creek JCT",BC_FOX_JCT,JCT,"BC Hydro",BC,56.301402,-121.189846,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Finn Pumping Station",BC_FPS_DSS,DSS,"BC Hydro",BC,51.913607,-119.320800,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Finn Pumping Station JCT",BC_FPS_JCT,JCT,"BC Hydro",BC,51.934007,-119.326384,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Furry Creek",BC_FRC_DSS,DSS,"BC Hydro",BC,49.587550,-123.221119,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Furry Creek JCT",BC_FRC_JCT,JCT,"BC Hydro",BC,49.587489,-123.218938,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fire GS",BC_FRE_GSS,GSS,"BC Hydro",BC,49.783363,-122.234664,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Furry Creek GS",BC_FRI_GSS,GSS,"BC Hydro",BC,49.579288,-123.201977,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Furry Creek GS JCT",BC_FRI_JCT,JCT,"BC Hydro",BC,49.585963,-123.217388,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fording Coal",BC_FRO_ISS,ISS,"BC Hydro",BC,50.247904,-114.943039,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fording Coal JCT",BC_FRO_JCT,JCT,"BC Hydro",BC,50.247873,-114.942823,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fruitvale,BC_FRU_DSS,DSS,FortisBC,BC,49.113139,-117.540945,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fraser Lake",BC_FSR_DSS,DSS,"BC Hydro",BC,54.054362,-124.850056,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fraser Lake JCT",BC_FSR_JCT,JCT,"BC Hydro",BC,54.046804,-124.849373,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fraser Lake Sawmill",BC_FSS_ISS,ISS,"BC Hydro",BC,54.065007,-124.748749,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fraser Lake Sawmill JCT",BC_FSS_JCT,JCT,"BC Hydro",BC,54.047715,-124.744187,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ","Location approximate"
"Fort Steele",BC_FST_DSS,DSS,"BC Hydro",BC,49.592517,-115.683175,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fort Steele JCT",BC_FST_JCT,JCT,"BC Hydro",BC,49.592933,-115.683659,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Forest View",BC_FVW_DSS,DSS,"BC Hydro",BC,49.861363,-124.530304,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Forest View JCT",BC_FVW_JCT,JCT,"BC Hydro",BC,49.860776,-124.529687,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Gibraltar Capacitor",BC_GBC_DSS,DSS,"BC Hydro",BC,52.531651,-122.285892,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Gibraltar Capacitor JCT",BC_GBC_JCT,JCT,"BC Hydro",BC,52.531296,-122.285340,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Gibraltar Mine",BC_GBR_ISS,ISS,"BC Hydro",BC,52.530204,-122.282388,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Gibraltar Wells",BC_GBW_ISS,ISS,"BC Hydro",BC,52.505779,-122.425231,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Gibraltar Wells JCT",BC_GBW_JCT,JCT,"BC Hydro",BC,52.505784,-122.424430,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Great Central",BC_GCL_DSS,DSS,"BC Hydro",BC,49.317582,-124.962048,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"George Dickie",BC_GDK_DSS,DSS,"BC Hydro",BC,49.230630,-123.154689,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Golden,BC_GDN_DSS,DSS,"BC Hydro",BC,51.292769,-116.961008,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Grand Forks TS",BC_GFT_TSS,TSS,FortisBC,BC,49.047464,-118.473626,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Gibsons,BC_GIB_DSS,DSS,"BC Hydro",BC,49.409190,-123.514089,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Gold River",BC_GLD_DSS,DSS,"BC Hydro",BC,49.789185,-126.064258,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Glenmore FBC",BC_GLE_DSS,DSS,FortisBC,BC,49.885800,-119.453951,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Glenmerry,BC_GLM_DSS,DSS,FortisBC,BC,49.093084,-117.675065,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
